jgi|OphPMI507_1|102759	MER0018285	44.9	49	24	1	127	172	146	194	2.40e-08	49.3
jgi|OphPMI507_1|103946	MER0001428	28.8	396	215	14	48	409	7	369	1.05e-30	119
jgi|OphPMI507_1|103946	MER0080922	28.2	376	214	14	62	418	7	345	1.46e-26	107
jgi|OphPMI507_1|103946	MER0003669	28.1	381	231	15	42	409	2	352	4.93e-22	94.4
jgi|OphPMI507_1|103946	MER0000894	24.7	373	204	13	61	412	12	328	1.73e-20	89.4
jgi|OphPMI507_1|103946	MER0000941	28.4	370	201	15	54	409	6	325	1.82e-15	74.3
jgi|OphPMI507_1|103946	MER0004689	24.0	387	213	13	58	406	20	363	8.54e-13	66.6
jgi|OphPMI507_1|104064	MER0014418	32.5	379	224	10	44	416	21	373	8.04e-45	157
jgi|OphPMI507_1|104064	MER0021873	55.4	74	30	1	101	171	2	75	1.42e-16	75.1
jgi|OphPMI507_1|104064	MER0003815	36.7	139	64	5	44	165	21	152	7.77e-11	59.7
jgi|OphPMI507_1|104064	MER0015354	36.0	139	65	5	44	165	21	152	1.73e-10	58.5
jgi|OphPMI507_1|104064	MER0002664	25.3	146	93	4	35	171	2	140	5.44e-06	44.7
jgi|OphPMI507_1|104672	MER0000405	55.3	266	116	2	721	984	5	269	5.41e-90	285
jgi|OphPMI507_1|104672	MER0000404	46.5	269	135	3	719	984	2	264	1.53e-76	249
jgi|OphPMI507_1|104672	MER0004504	50.6	231	107	5	752	976	2	231	3.80e-67	222
jgi|OphPMI507_1|104672	MER0001423	43.5	232	126	4	751	980	4	232	2.77e-55	188
jgi|OphPMI507_1|104672	MER0000401	40.0	235	137	3	752	984	29	261	1.97e-52	181
jgi|OphPMI507_1|104672	MER0000399	43.3	203	112	2	743	943	19	220	9.24e-48	168
jgi|OphPMI507_1|104672	MER0011413	39.6	235	135	5	751	980	6	238	5.96e-45	159
jgi|OphPMI507_1|104672	MER0011305	37.9	240	137	6	752	985	23	256	2.51e-44	158
jgi|OphPMI507_1|104672	MER0011231	35.9	223	139	3	744	963	21	242	1.16e-42	153
jgi|OphPMI507_1|104672	MER0058228	37.5	224	131	7	745	963	3	222	2.34e-38	140
jgi|OphPMI507_1|104672	MER0013484	39.0	218	126	5	751	963	6	221	5.43e-38	139
jgi|OphPMI507_1|104672	MER0004199	38.0	205	118	4	762	963	7	205	6.63e-38	138
jgi|OphPMI507_1|104672	MER0004923	38.5	226	132	5	743	963	49	272	9.50e-37	137
jgi|OphPMI507_1|104672	MER0003361	33.5	221	127	5	749	961	19	227	6.60e-36	133
jgi|OphPMI507_1|104672	MER0005196	35.5	228	142	4	738	963	11	235	7.34e-36	133
jgi|OphPMI507_1|104672	MER0192427	35.1	194	121	3	752	943	69	259	1.31e-34	130
jgi|OphPMI507_1|104672	MER0004193	33.5	242	147	5	747	982	1	234	1.13e-32	124
jgi|OphPMI507_1|104672	MER0004921	33.0	218	136	7	751	963	6	218	3.30e-31	119
jgi|OphPMI507_1|104672	MER0195666	34.7	196	118	6	758	947	12	203	1.76e-21	91.7
jgi|OphPMI507_1|106309	MER0019360	32.7	272	142	6	190	455	20	256	6.96e-37	137
jgi|OphPMI507_1|106309	MER0016159	33.1	293	139	11	179	454	2	254	1.42e-35	133
jgi|OphPMI507_1|106309	MER0027268	31.5	292	145	10	179	454	2	254	1.42e-33	127
jgi|OphPMI507_1|106309	MER0013486	31.7	265	133	8	179	434	2	227	1.68e-31	121
jgi|OphPMI507_1|106309	MER0001787	29.5	295	147	10	179	455	2	253	1.86e-31	121
jgi|OphPMI507_1|106309	MER0099237	30.1	299	137	11	180	454	3	253	3.38e-29	114
jgi|OphPMI507_1|106309	MER0000732	30.1	292	149	11	179	455	2	253	2.12e-28	112
jgi|OphPMI507_1|106309	MER0002939	28.4	299	145	9	190	455	10	272	1.12e-27	110
jgi|OphPMI507_1|106309	MER0013510	25.0	280	146	11	179	435	2	240	4.09e-17	79.7
jgi|OphPMI507_1|108705	MER0045094	58.0	255	89	2	18	272	5	241	3.03e-94	291
jgi|OphPMI507_1|108705	MER0044622	54.5	235	100	3	27	259	28	257	2.42e-78	249
jgi|OphPMI507_1|108705	MER0043394	47.0	168	83	2	49	216	1	162	9.63e-48	163
jgi|OphPMI507_1|108705	MER0044882	44.6	175	85	7	48	216	2	170	9.73e-39	139
jgi|OphPMI507_1|108705	MER0043392	40.1	167	86	4	61	227	12	164	3.58e-34	125
jgi|OphPMI507_1|108705	MER0044619	30.3	198	117	10	27	216	10	194	1.14e-19	85.9
jgi|OphPMI507_1|115469	MER0001218	58.7	208	78	1	221	428	13	212	1.03e-73	241
jgi|OphPMI507_1|115469	MER0003386	54.3	219	92	1	210	428	2	212	1.21e-69	229
jgi|OphPMI507_1|115469	MER0011744	50.2	207	95	2	221	427	13	211	2.75e-61	205
jgi|OphPMI507_1|115469	MER0001214	52.3	199	87	1	210	408	2	192	4.35e-60	201
jgi|OphPMI507_1|115469	MER0011096	48.3	207	99	1	221	427	13	211	4.46e-60	202
jgi|OphPMI507_1|115469	MER0015259	48.8	207	98	1	221	427	13	211	3.90e-59	199
jgi|OphPMI507_1|115469	MER0002345	46.0	211	106	1	217	427	9	211	3.07e-55	188
jgi|OphPMI507_1|115469	MER0003823	47.8	207	100	1	221	427	13	211	4.18e-55	187
jgi|OphPMI507_1|115469	MER0002283	43.1	211	112	1	217	427	9	211	2.09e-50	174
jgi|OphPMI507_1|115469	MER0002423	46.3	203	101	1	225	427	17	211	1.16e-48	169
jgi|OphPMI507_1|115469	MER0001220	43.2	206	109	1	251	456	1	198	1.40e-46	163
jgi|OphPMI507_1|115469	MER0122186	40.4	203	106	3	225	427	13	200	3.03e-42	150
jgi|OphPMI507_1|115469	MER0078753	34.3	216	129	3	907	1115	1	210	6.39e-32	121
jgi|OphPMI507_1|115469	MER0011292	31.1	241	134	4	209	427	1	231	2.40e-26	105
jgi|OphPMI507_1|115469	MER0011192	32.2	174	108	3	254	427	1	164	6.08e-19	82.4
jgi|OphPMI507_1|115469	MER0005841	29.0	214	144	5	907	1115	1	211	4.76e-18	81.3
jgi|OphPMI507_1|115469	MER0170820	29.8	205	115	6	238	422	1	196	3.47e-14	69.7
jgi|OphPMI507_1|120789	MER0011829	53.8	236	97	4	255	487	1	227	7.86e-74	229
jgi|OphPMI507_1|120789	MER0011830	37.9	235	123	6	255	485	1	216	4.95e-39	138
jgi|OphPMI507_1|121437	MER0015270	46.7	490	232	8	86	568	3	470	6.96e-142	431
jgi|OphPMI507_1|121437	MER0025036	44.8	489	245	6	84	568	1	468	7.61e-140	426
jgi|OphPMI507_1|121437	MER0014056	32.6	427	247	11	84	490	1	406	4.20e-65	223
jgi|OphPMI507_1|121437	MER0014096	35.4	353	207	7	84	429	1	339	1.17e-60	207
jgi|OphPMI507_1|121437	MER0004877	57.1	154	53	2	84	234	1	144	3.96e-51	173
jgi|OphPMI507_1|121437	MER0015088	26.5	452	276	10	89	487	6	454	1.63e-36	141
jgi|OphPMI507_1|123706	MER0017240	35.8	53	31	2	250	301	36	86	5.67e-04	37.7
jgi|OphPMI507_1|124325	MER0078639	42.0	381	197	7	205	583	2	360	1.97e-88	275
jgi|OphPMI507_1|124325	MER0003575	36.6	383	210	11	212	584	7	366	9.95e-59	197
jgi|OphPMI507_1|124325	MER0005329	32.8	445	218	14	206	585	1	429	1.79e-54	188
jgi|OphPMI507_1|124325	MER0004240	36.7	297	138	9	333	583	104	396	2.11e-35	134
jgi|OphPMI507_1|124325	MER0004731	28.6	423	227	18	213	585	8	405	1.26e-26	109
jgi|OphPMI507_1|124325	MER0047038	29.4	279	152	12	325	583	101	354	1.31e-16	78.6
jgi|OphPMI507_1|124325	MER0127116	29.8	208	69	7	373	579	58	189	2.30e-11	60.1
jgi|OphPMI507_1|124625	MER0030934	34.1	267	143	9	122	380	5	246	1.81e-31	122
jgi|OphPMI507_1|124625	MER0033235	31.0	242	130	8	116	353	10	218	7.24e-25	103
jgi|OphPMI507_1|124625	MER0033220	33.1	239	120	7	116	354	13	211	5.03e-24	101
jgi|OphPMI507_1|124625	MER0033236	30.2	242	132	8	116	353	10	218	5.84e-24	100
jgi|OphPMI507_1|124625	MER0033198	31.4	245	127	7	116	352	14	225	5.08e-23	98.2
jgi|OphPMI507_1|124625	MER0033213	34.6	217	107	6	116	332	13	194	7.07e-23	97.8
