jgi|Niavib1|1000161	MER0003015	29.8	225	134	9	58	276	3	209	6.74e-18	83.2
jgi|Niavib1|1000161	MER0006047	26.6	203	126	9	58	255	3	187	2.23e-11	62.8
jgi|Niavib1|1000161	MER0003969	29.8	188	98	7	63	228	8	183	2.29e-11	62.8
jgi|Niavib1|1000525	MER0037869	37.3	102	60	3	41	141	25	123	1.11e-09	56.6
jgi|Niavib1|1000525	MER0000894	34.2	111	64	3	41	147	24	129	1.54e-09	56.2
jgi|Niavib1|1000525	MER0011478	33.9	118	75	2	25	141	11	126	1.13e-07	50.4
jgi|Niavib1|1000525	MER0000907	32.7	104	61	3	41	140	25	123	1.45e-07	50.1
jgi|Niavib1|1000525	MER0020009	30.8	104	69	2	41	143	25	126	2.00e-07	49.7
jgi|Niavib1|1000525	MER0003037	30.7	137	81	6	11	144	4	129	1.09e-06	47.4
jgi|Niavib1|1000525	MER0004161	35.2	108	61	4	41	144	25	127	1.47e-06	47.0
jgi|Niavib1|1000525	MER0092522	34.3	105	59	3	41	140	25	124	3.64e-06	45.8
jgi|Niavib1|1000525	MER0000904	30.4	102	68	2	41	141	25	124	1.03e-05	44.3
jgi|Niavib1|1000675	MER0004801	67.3	352	109	3	355	705	1	347	2.43e-163	475
jgi|Niavib1|1000784	MER0005497	49.7	342	161	4	28	369	11	341	3.18e-106	314
jgi|Niavib1|1000784	MER0064643	49.1	342	163	4	28	369	11	341	3.62e-105	311
jgi|Niavib1|1000784	MER0029983	45.0	327	169	5	28	353	18	334	9.22e-83	254
jgi|Niavib1|1001579	MER0093133	28.5	494	313	17	83	555	2	476	8.05e-49	173
jgi|Niavib1|1001579	MER0117386	26.4	417	246	15	86	495	6	368	5.87e-28	113
jgi|Niavib1|1001579	MER0011394	27.6	439	232	23	85	498	7	384	2.38e-21	93.6
jgi|Niavib1|1001579	MER0003224	22.9	471	304	18	81	535	3	430	2.19e-18	84.7
jgi|Niavib1|1001579	MER0003969	33.3	183	90	7	81	240	3	176	2.88e-16	78.2
jgi|Niavib1|1001963	MER0200434	38.5	122	66	2	97	217	2	115	1.70e-21	83.6
jgi|Niavib1|1001963	MER0213229	43.2	95	54	0	100	194	2	96	1.70e-19	78.2
