jgi|Fusre1|600353|fgenesh1_pm.38_#_37	4b2975cb7b4370755c2c4bfea3dc2dec	654	Phobius	NON_CYTOPLASMIC_DOMAIN	Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.	547	551	-	T	08-04-2022	-	-
jgi|Fusre1|600353|fgenesh1_pm.38_#_37	4b2975cb7b4370755c2c4bfea3dc2dec	654	Phobius	TRANSMEMBRANE	Region of a membrane-bound protein predicted to be embedded in the membrane.	527	546	-	T	08-04-2022	-	-
jgi|Fusre1|600353|fgenesh1_pm.38_#_37	4b2975cb7b4370755c2c4bfea3dc2dec	654	Pfam	PF12706	Beta-lactamase superfamily domain	29	238	3.1E-13	T	08-04-2022	IPR001279	Metallo-beta-lactamase	-	MetaCyc: PWY-1121|MetaCyc: PWY-1921|MetaCyc: PWY-321|MetaCyc: PWY-5109|MetaCyc: PWY-5386|MetaCyc: PWY-5499|MetaCyc: PWY-5835|MetaCyc: PWY-5972|MetaCyc: PWY-5996|MetaCyc: PWY-6148|MetaCyc: PWY-6190|MetaCyc: PWY-6322|MetaCyc: PWY-6415|MetaCyc: PWY-6558|MetaCyc: PWY-6585|MetaCyc: PWY-6660|MetaCyc: PWY-6733|MetaCyc: PWY-6821|MetaCyc: PWY-6848|MetaCyc: PWY-6917|MetaCyc: PWY-6948|MetaCyc: PWY-6987|MetaCyc: PWY-6995|MetaCyc: PWY-6997|MetaCyc: PWY-7002|MetaCyc: PWY-7007|MetaCyc: PWY-7292|MetaCyc: PWY-7352|MetaCyc: PWY-7367|MetaCyc: PWY-7382|MetaCyc: PWY-7401|MetaCyc: PWY-7402|MetaCyc: PWY-7521|MetaCyc: PWY-7599|MetaCyc: PWY-7628|MetaCyc: PWY-7660|MetaCyc: PWY-7690|MetaCyc: PWY-7706|MetaCyc: PWY-7712|MetaCyc: PWY-7713|MetaCyc: PWY-7723|MetaCyc: PWY-7730|MetaCyc: PWY-7733|MetaCyc: PWY-7734|MetaCyc: PWY-7738|MetaCyc: PWY-7740|MetaCyc: PWY-7741|MetaCyc: PWY-7742|MetaCyc: PWY-7769|MetaCyc: PWY-7805|MetaCyc: PWY-7807|MetaCyc: PWY-7930|MetaCyc: PWY-7931|MetaCyc: PWY-7982|MetaCyc: PWY-8012|MetaCyc: PWY-8032|MetaCyc: PWY-8042|MetaCyc: PWY-8051|MetaCyc: PWY-8053|MetaCyc: PWY-8055|MetaCyc: PWY-8058|MetaCyc: PWY-8143|MetaCyc: PWY-8184|MetaCyc: PWY-8210|MetaCyc: PWY-8247|MetaCyc: PWY-981|Reactome: R-BTA-1614517|Reactome: R-CEL-159231|Reactome: R-CEL-72163|Reactome: R-CEL-72187|Reactome: R-CEL-73856|Reactome: R-CEL-77595|Reactome: R-DDI-70268|Reactome: R-DDI-72163|Reactome: R-DDI-77595|Reactome: R-DME-159231|Reactome: R-DME-6807505|Reactome: R-DME-72163|Reactome: R-DME-72187|Reactome: R-DME-73856|Reactome: R-DME-77595|Reactome: R-DRE-5693571|Reactome: R-DRE-6783310|Reactome: R-DRE-6807505|Reactome: R-DRE-70268|Reactome: R-GGA-6807505|Reactome: R-HSA-159231|Reactome: R-HSA-1614517|Reactome: R-HSA-2466712|Reactome: R-HSA-6784531|Reactome: R-HSA-6785470|Reactome: R-HSA-6807505|Reactome: R-HSA-70268|Reactome: R-HSA-72163|Reactome: R-HSA-72187|Reactome: R-HSA-73856|Reactome: R-HSA-77595|Reactome: R-HSA-8868766|Reactome: R-HSA-9708296|Reactome: R-MMU-159231|Reactome: R-MMU-1614517|Reactome: R-MMU-6807505|Reactome: R-MMU-70268|Reactome: R-MMU-72163|Reactome: R-MMU-72187|Reactome: R-MMU-73856|Reactome: R-MMU-77595|Reactome: R-RNO-6807505|Reactome: R-RNO-70268|Reactome: R-SCE-70268|Reactome: R-SCE-77595|Reactome: R-SPO-159231|Reactome: R-SPO-70268|Reactome: R-SPO-72187|Reactome: R-SPO-77595|Reactome: R-XTR-70268
jgi|Fusre1|600353|fgenesh1_pm.38_#_37	4b2975cb7b4370755c2c4bfea3dc2dec	654	Gene3D	G3DSA:1.20.1250.20	MFS general substrate transporter like domains	266	448	4.0E-17	T	08-04-2022	IPR036259	MFS transporter superfamily	-	MetaCyc: PWY-5129|MetaCyc: PWY-6322|MetaCyc: PWY-6369|MetaCyc: PWY-6626|MetaCyc: PWY-6682|MetaCyc: PWY-6955|MetaCyc: PWY-7077|MetaCyc: PWY-7321|MetaCyc: PWY-7740|MetaCyc: PWY-7769|MetaCyc: PWY-7884|MetaCyc: PWY-7886|MetaCyc: PWY-7948|MetaCyc: PWY-7975|MetaCyc: PWY-8129|Reactome: R-BTA-112311|Reactome: R-BTA-181430|Reactome: R-BTA-189200|Reactome: R-BTA-196757|Reactome: R-BTA-2161517|Reactome: R-BTA-352230|Reactome: R-BTA-428643|Reactome: R-BTA-442660|Reactome: R-BTA-549127|Reactome: R-BTA-879518|Reactome: R-BTA-917937|Reactome: R-BTA-9707616|Reactome: R-CEL-112311|Reactome: R-CEL-181430|Reactome: R-CEL-189200|Reactome: R-CEL-189451|Reactome: R-CEL-196757|Reactome: R-CEL-196819|Reactome: R-CEL-196836|Reactome: R-CEL-197264|Reactome: R-CEL-200425|Reactome: R-CEL-210500|Reactome: R-CEL-2161517|Reactome: R-CEL-264642|Reactome: R-CEL-4085001|Reactome: R-CEL-427975|Reactome: R-CEL-428643|Reactome: R-CEL-429593|Reactome: R-CEL-442660|Reactome: R-CEL-549127|Reactome: R-CEL-561048|Reactome: R-CEL-6798695|Reactome: R-CEL-8856825|Reactome: R-CEL-8856828|Reactome: R-CEL-8981373|Reactome: R-CEL-917937|Reactome: R-CFA-425410|Reactome: R-CFA-917937|Reactome: R-DDI-196757|Reactome: R-DDI-196819|Reactome: R-DME-112311|Reactome: R-DME-1660661|Reactome: R-DME-181430|Reactome: R-DME-189200|Reactome: R-DME-196836|Reactome: R-DME-197264|Reactome: R-DME-200425|Reactome: R-DME-2161517|Reactome: R-DME-264642|Reactome: R-DME-427975|Reactome: R-DME-442660|Reactome: R-DME-549127|Reactome: R-DME-561048|Reactome: R-DME-6798695|Reactome: R-DME-8856825|Reactome: R-DME-8856828|Reactome: R-DME-8981373|Reactome: R-DRE-1483191|Reactome: R-DRE-1660661|Reactome: R-DRE-189200|Reactome: R-DRE-196757|Reactome: R-DRE-264642|Reactome: R-DRE-352230|Reactome: R-DRE-425410|Reactome: R-DRE-427975|Reactome: R-DRE-428643|Reactome: R-DRE-561048|Reactome: R-DRE-70263|Reactome: R-DRE-83936|Reactome: R-DRE-8856825|Reactome: R-DRE-8856828|Reactome: R-DRE-917937|Reactome: R-DRE-9707616|Reactome: R-GGA-352832|Reactome: R-GGA-373920|Reactome: R-HSA-112311|Reactome: R-HSA-1445148|Reactome: R-HSA-1483191|Reactome: R-HSA-159418|Reactome: R-HSA-1660661|Reactome: R-HSA-181429|Reactome: R-HSA-181430|Reactome: R-HSA-189200|Reactome: R-HSA-189451|Reactome: R-HSA-189483|Reactome: R-HSA-196757|Reactome: R-HSA-196819|Reactome: R-HSA-196836|Reactome: R-HSA-197264|Reactome: R-HSA-200425|Reactome: R-HSA-210500|Reactome: R-HSA-210745|Reactome: R-HSA-210991|Reactome: R-HSA-212676|Reactome: R-HSA-2161517|Reactome: R-HSA-264642|Reactome: R-HSA-2672351|Reactome: R-HSA-3229133|Reactome: R-HSA-351906|Reactome: R-HSA-352230|Reactome: R-HSA-381340|Reactome: R-HSA-4085001|Reactome: R-HSA-422356|Reactome: R-HSA-425397|Reactome: R-HSA-425410|Reactome: R-HSA-427975|Reactome: R-HSA-428643|Reactome: R-HSA-429593|Reactome: R-HSA-433692|Reactome: R-HSA-442660|Reactome: R-HSA-5250955|Reactome: R-HSA-5250968|Reactome: R-HSA-5250981|Reactome: R-HSA-5250992|Reactome: R-HSA-549127|Reactome: R-HSA-561048|Reactome: R-HSA-5619035|Reactome: R-HSA-5619043|Reactome: R-HSA-5619047|Reactome: R-HSA-5619049|Reactome: R-HSA-5619053|Reactome: R-HSA-5619058|Reactome: R-HSA-5619060|Reactome: R-HSA-5619061|Reactome: R-HSA-5619066|Reactome: R-HSA-5619068|Reactome: R-HSA-5619070|Reactome: R-HSA-5619071|Reactome: R-HSA-5619076|Reactome: R-HSA-5619095|Reactome: R-HSA-5619098|Reactome: R-HSA-5619110|Reactome: R-HSA-5653890|Reactome: R-HSA-5655799|Reactome: R-HSA-5662702|Reactome: R-HSA-6798695|Reactome: R-HSA-70263|Reactome: R-HSA-70268|Reactome: R-HSA-83936|Reactome: R-HSA-879518|Reactome: R-HSA-8856825|Reactome: R-HSA-8856828|Reactome: R-HSA-8935964|Reactome: R-HSA-8981373|Reactome: R-HSA-9022699|Reactome: R-HSA-917937|Reactome: R-HSA-9636383|Reactome: R-HSA-9662360|Reactome: R-HSA-9707616|Reactome: R-MMU-112311|Reactome: R-MMU-1483191|Reactome: R-MMU-159418|Reactome: R-MMU-1660661|Reactome: R-MMU-181429|Reactome: R-MMU-181430|Reactome: R-MMU-189200|Reactome: R-MMU-189451|Reactome: R-MMU-189483|Reactome: R-MMU-196757|Reactome: R-MMU-196819|Reactome: R-MMU-196836|Reactome: R-MMU-197264|Reactome: R-MMU-200425|Reactome: R-MMU-210500|Reactome: R-MMU-210991|Reactome: R-MMU-212676|Reactome: R-MMU-2161517|Reactome: R-MMU-264642|Reactome: R-MMU-352230|Reactome: R-MMU-4085001|Reactome: R-MMU-422356|Reactome: R-MMU-425397|Reactome: R-MMU-425410|Reactome: R-MMU-427975|Reactome: R-MMU-428643|Reactome: R-MMU-429593|Reactome: R-MMU-433692|Reactome: R-MMU-442660|Reactome: R-MMU-549127|Reactome: R-MMU-561048|Reactome: R-MMU-5653890|Reactome: R-MMU-5662702|Reactome: R-MMU-6798695|Reactome: R-MMU-70263|Reactome: R-MMU-70268|Reactome: R-MMU-83936|Reactome: R-MMU-879518|Reactome: R-MMU-8856825|Reactome: R-MMU-8856828|Reactome: R-MMU-8981373|Reactome: R-MMU-917937|Reactome: R-MMU-9707616|Reactome: R-RNO-112311|Reactome: R-RNO-159418|Reactome: R-RNO-181429|Reactome: R-RNO-181430|Reactome: R-RNO-189200|Reactome: R-RNO-189483|Reactome: R-RNO-196757|Reactome: R-RNO-196836|Reactome: R-RNO-200425|Reactome: R-RNO-210500|Reactome: R-RNO-210991|Reactome: R-RNO-212676|Reactome: R-RNO-2161517|Reactome: R-RNO-264642|Reactome: R-RNO-352230|Reactome: R-RNO-422356|Reactome: R-RNO-425397|Reactome: R-RNO-425410|Reactome: R-RNO-427975|Reactome: R-RNO-428643|Reactome: R-RNO-429593|Reactome: R-RNO-433692|Reactome: R-RNO-442660|Reactome: R-RNO-549127|Reactome: R-RNO-561048|Reactome: R-RNO-5653890|Reactome: R-RNO-6798695|Reactome: R-RNO-70268|Reactome: R-RNO-83936|Reactome: R-RNO-879518|Reactome: R-RNO-8856825|Reactome: R-RNO-8856828|Reactome: R-RNO-8981373|Reactome: R-RNO-917937|Reactome: R-RNO-9707616|Reactome: R-SCE-189200|Reactome: R-SCE-196757|Reactome: R-SCE-196836|Reactome: R-SCE-352230|Reactome: R-SCE-422356|Reactome: R-SCE-425397|Reactome: R-SCE-427975|Reactome: R-SCE-429593|Reactome: R-SCE-5653890|Reactome: R-SCE-6798695|Reactome: R-SCE-83936|Reactome: R-SCE-879518|Reactome: R-SCE-8981373|Reactome: R-SCE-917937|Reactome: R-SCE-9707616|Reactome: R-SPO-181429|Reactome: R-SPO-181430|Reactome: R-SPO-189200|Reactome: R-SPO-196757|Reactome: R-SPO-212676|Reactome: R-SPO-264642|Reactome: R-SPO-425397|Reactome: R-SPO-427975|Reactome: R-SPO-429593|Reactome: R-SPO-442380|Reactome: R-SPO-442660|Reactome: R-SPO-6798695|Reactome: R-SPO-8856825|Reactome: R-SPO-8856828|Reactome: R-SPO-917937|Reactome: R-SPO-9707616|Reactome: R-SSC-189200|Reactome: R-SSC-196836|Reactome: R-SSC-422356|Reactome: R-SSC-561048|Reactome: R-SSC-6798695|Reactome: R-SSC-8981373|Reactome: R-XTR-1483191|Reactome: R-XTR-189200|Reactome: R-XTR-210500|Reactome: R-XTR-352230|Reactome: R-XTR-428643|Reactome: R-XTR-549127|Reactome: R-XTR-70263
jgi|Fusre1|600353|fgenesh1_pm.38_#_37	4b2975cb7b4370755c2c4bfea3dc2dec	654	Phobius	NON_CYTOPLASMIC_DOMAIN	Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.	408	418	-	T	08-04-2022	-	-
jgi|Fusre1|600353|fgenesh1_pm.38_#_37	4b2975cb7b4370755c2c4bfea3dc2dec	654	Phobius	NON_CYTOPLASMIC_DOMAIN	Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.	611	615	-	T	08-04-2022	-	-
jgi|Fusre1|600353|fgenesh1_pm.38_#_37	4b2975cb7b4370755c2c4bfea3dc2dec	654	Gene3D	G3DSA:3.60.15.10	-	7	265	2.9E-59	T	08-04-2022	IPR036866	Ribonuclease Z/Hydroxyacylglutathione hydrolase-like	-	MetaCyc: PWY-1121|MetaCyc: PWY-1921|MetaCyc: PWY-321|MetaCyc: PWY-5109|MetaCyc: PWY-5386|MetaCyc: PWY-5499|MetaCyc: PWY-5835|MetaCyc: PWY-5972|MetaCyc: PWY-5996|MetaCyc: PWY-6144|MetaCyc: PWY-6148|MetaCyc: PWY-6190|MetaCyc: PWY-6322|MetaCyc: PWY-6415|MetaCyc: PWY-6558|MetaCyc: PWY-6585|MetaCyc: PWY-6660|MetaCyc: PWY-6733|MetaCyc: PWY-6821|MetaCyc: PWY-6848|MetaCyc: PWY-6917|MetaCyc: PWY-6948|MetaCyc: PWY-6987|MetaCyc: PWY-6995|MetaCyc: PWY-6997|MetaCyc: PWY-7002|MetaCyc: PWY-7007|MetaCyc: PWY-7292|MetaCyc: PWY-7352|MetaCyc: PWY-7367|MetaCyc: PWY-7382|MetaCyc: PWY-7401|MetaCyc: PWY-7402|MetaCyc: PWY-7521|MetaCyc: PWY-7599|MetaCyc: PWY-7628|MetaCyc: PWY-7660|MetaCyc: PWY-7690|MetaCyc: PWY-7706|MetaCyc: PWY-7712|MetaCyc: PWY-7713|MetaCyc: PWY-7723|MetaCyc: PWY-7730|MetaCyc: PWY-7733|MetaCyc: PWY-7734|MetaCyc: PWY-7738|MetaCyc: PWY-7740|MetaCyc: PWY-7741|MetaCyc: PWY-7742|MetaCyc: PWY-7769|MetaCyc: PWY-7805|MetaCyc: PWY-7807|MetaCyc: PWY-7930|MetaCyc: PWY-7931|MetaCyc: PWY-7982|MetaCyc: PWY-8012|MetaCyc: PWY-8032|MetaCyc: PWY-8042|MetaCyc: PWY-8051|MetaCyc: PWY-8053|MetaCyc: PWY-8055|MetaCyc: PWY-8058|MetaCyc: PWY-8143|MetaCyc: PWY-8184|MetaCyc: PWY-8210|MetaCyc: PWY-8247|MetaCyc: PWY-981|Reactome: R-BTA-1614517|Reactome: R-CEL-159231|Reactome: R-CEL-72163|Reactome: R-CEL-72187|Reactome: R-CEL-73856|Reactome: R-CEL-77595|Reactome: R-DDI-70268|Reactome: R-DDI-72163|Reactome: R-DDI-77595|Reactome: R-DME-159231|Reactome: R-DME-6807505|Reactome: R-DME-72163|Reactome: R-DME-72187|Reactome: R-DME-73856|Reactome: R-DME-77595|Reactome: R-DRE-5693571|Reactome: R-DRE-6783310|Reactome: R-DRE-6807505|Reactome: R-DRE-70268|Reactome: R-GGA-353248|Reactome: R-GGA-353303|Reactome: R-GGA-6807505|Reactome: R-HSA-159231|Reactome: R-HSA-1614517|Reactome: R-HSA-2466712|Reactome: R-HSA-5693571|Reactome: R-HSA-6783310|Reactome: R-HSA-6784531|Reactome: R-HSA-6785470|Reactome: R-HSA-6807505|Reactome: R-HSA-70268|Reactome: R-HSA-72163|Reactome: R-HSA-72187|Reactome: R-HSA-73856|Reactome: R-HSA-77595|Reactome: R-HSA-8868766|Reactome: R-HSA-9708296|Reactome: R-MMU-159231|Reactome: R-MMU-1614517|Reactome: R-MMU-5693571|Reactome: R-MMU-6783310|Reactome: R-MMU-6807505|Reactome: R-MMU-70268|Reactome: R-MMU-72163|Reactome: R-MMU-72187|Reactome: R-MMU-73856|Reactome: R-MMU-77595|Reactome: R-RNO-5693571|Reactome: R-RNO-6783310|Reactome: R-RNO-6807505|Reactome: R-RNO-70268|Reactome: R-SCE-70268|Reactome: R-SCE-77595|Reactome: R-SPO-159231|Reactome: R-SPO-70268|Reactome: R-SPO-72187|Reactome: R-SPO-77595|Reactome: R-XTR-70268
jgi|Fusre1|600353|fgenesh1_pm.38_#_37	4b2975cb7b4370755c2c4bfea3dc2dec	654	Phobius	NON_CYTOPLASMIC_DOMAIN	Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.	347	351	-	T	08-04-2022	-	-
jgi|Fusre1|600353|fgenesh1_pm.38_#_37	4b2975cb7b4370755c2c4bfea3dc2dec	654	Pfam	PF07690	Major Facilitator Superfamily	269	574	5.5E-21	T	08-04-2022	IPR011701	Major facilitator superfamily	GO:0022857|GO:0055085	Reactome: R-BTA-196757|Reactome: R-BTA-352230|Reactome: R-BTA-428643|Reactome: R-BTA-917937|Reactome: R-BTA-9707616|Reactome: R-CEL-189451|Reactome: R-CEL-210500|Reactome: R-CEL-264642|Reactome: R-CEL-4085001|Reactome: R-CEL-428643|Reactome: R-CEL-8856825|Reactome: R-CEL-8856828|Reactome: R-CEL-917937|Reactome: R-DME-1660661|Reactome: R-DME-264642|Reactome: R-DME-8856825|Reactome: R-DME-8856828|Reactome: R-DRE-1660661|Reactome: R-DRE-189200|Reactome: R-DRE-196757|Reactome: R-DRE-264642|Reactome: R-DRE-352230|Reactome: R-DRE-428643|Reactome: R-DRE-70263|Reactome: R-DRE-8856825|Reactome: R-DRE-8856828|Reactome: R-DRE-917937|Reactome: R-DRE-9707616|Reactome: R-GGA-373920|Reactome: R-HSA-1660661|Reactome: R-HSA-181429|Reactome: R-HSA-181430|Reactome: R-HSA-189200|Reactome: R-HSA-189451|Reactome: R-HSA-196757|Reactome: R-HSA-210500|Reactome: R-HSA-210991|Reactome: R-HSA-212676|Reactome: R-HSA-2161517|Reactome: R-HSA-264642|Reactome: R-HSA-2672351|Reactome: R-HSA-3229133|Reactome: R-HSA-352230|Reactome: R-HSA-4085001|Reactome: R-HSA-428643|Reactome: R-HSA-433692|Reactome: R-HSA-442660|Reactome: R-HSA-5250955|Reactome: R-HSA-5250968|Reactome: R-HSA-5250981|Reactome: R-HSA-5250992|Reactome: R-HSA-549127|Reactome: R-HSA-561048|Reactome: R-HSA-5619035|Reactome: R-HSA-5619066|Reactome: R-HSA-5619070|Reactome: R-HSA-5619076|Reactome: R-HSA-70263|Reactome: R-HSA-70268|Reactome: R-HSA-879518|Reactome: R-HSA-8856825|Reactome: R-HSA-8856828|Reactome: R-HSA-917937|Reactome: R-HSA-9636383|Reactome: R-HSA-9662360|Reactome: R-HSA-9707616|Reactome: R-MMU-1660661|Reactome: R-MMU-181429|Reactome: R-MMU-181430|Reactome: R-MMU-189200|Reactome: R-MMU-189451|Reactome: R-MMU-196757|Reactome: R-MMU-210500|Reactome: R-MMU-210991|Reactome: R-MMU-212676|Reactome: R-MMU-264642|Reactome: R-MMU-352230|Reactome: R-MMU-4085001|Reactome: R-MMU-428643|Reactome: R-MMU-433692|Reactome: R-MMU-442660|Reactome: R-MMU-549127|Reactome: R-MMU-5662702|Reactome: R-MMU-70263|Reactome: R-MMU-70268|Reactome: R-MMU-879518|Reactome: R-MMU-8856825|Reactome: R-MMU-8856828|Reactome: R-MMU-917937|Reactome: R-MMU-9707616|Reactome: R-RNO-181429|Reactome: R-RNO-181430|Reactome: R-RNO-196757|Reactome: R-RNO-210500|Reactome: R-RNO-210991|Reactome: R-RNO-212676|Reactome: R-RNO-264642|Reactome: R-RNO-352230|Reactome: R-RNO-428643|Reactome: R-RNO-433692|Reactome: R-RNO-442660|Reactome: R-RNO-549127|Reactome: R-RNO-70268|Reactome: R-RNO-879518|Reactome: R-RNO-8856825|Reactome: R-RNO-8856828|Reactome: R-RNO-917937|Reactome: R-RNO-9707616|Reactome: R-SCE-196757|Reactome: R-SCE-352230|Reactome: R-SCE-879518|Reactome: R-SCE-917937|Reactome: R-SCE-9707616|Reactome: R-SPO-181429|Reactome: R-SPO-181430|Reactome: R-SPO-196757|Reactome: R-SPO-212676|Reactome: R-SPO-264642|Reactome: R-SPO-442660|Reactome: R-SPO-8856825|Reactome: R-SPO-8856828|Reactome: R-SPO-917937|Reactome: R-SPO-9707616|Reactome: R-XTR-210500|Reactome: R-XTR-352230|Reactome: R-XTR-428643|Reactome: R-XTR-70263
jgi|Fusre1|600353|fgenesh1_pm.38_#_37	4b2975cb7b4370755c2c4bfea3dc2dec	654	Phobius	TRANSMEMBRANE	Region of a membrane-bound protein predicted to be embedded in the membrane.	301	320	-	T	08-04-2022	-	-
