jgi|Bissp1|100296	197331265	26.2	221	121	8	17	226	322	511	5.57e-08	53.5
jgi|Bissp1|100296	182437431	26.3	217	126	8	17	226	322	511	1.76e-07	52.0
jgi|Bissp1|100296	21222359	24.8	157	91	5	72	226	375	506	6.82e-04	40.8
jgi|Bissp1|100296	197934407	26.0	150	84	5	72	219	375	499	8.86e-04	40.4
jgi|Bissp1|100296	197779988	26.0	150	84	5	72	219	424	548	9.08e-04	40.4
jgi|Bissp1|110239	33457003	29.8	198	128	8	38	228	1362	1555	7.53e-14	75.1
jgi|Bissp1|110239	134105600	29.8	198	128	8	38	228	1362	1555	7.68e-14	75.1
jgi|Bissp1|11466	118053812	30.3	122	76	3	88	204	23	140	1.58e-08	55.1
jgi|Bissp1|11466	BAC67693	28.7	122	78	3	88	204	23	140	1.63e-07	52.0
jgi|Bissp1|11466	111024866	30.4	112	71	3	96	204	29	136	5.17e-07	50.4
jgi|Bissp1|11466	119716224	30.6	108	70	2	97	204	26	128	1.95e-06	48.9
jgi|Bissp1|11466	AAD11449	54.1	37	17	0	171	207	17	53	4.09e-05	43.9
jgi|Bissp1|144701	167535991	34.2	117	76	1	867	983	1106	1221	1.70e-11	68.9
jgi|Bissp1|152423	125574064	31.6	171	94	9	992	1150	853	1012	1.84e-11	68.6
jgi|Bissp1|152423	125531177	31.6	171	94	9	992	1150	906	1065	1.86e-11	68.6
jgi|Bissp1|152423	18542897	31.6	171	94	9	992	1150	906	1065	1.86e-11	68.6
jgi|Bissp1|152423	115481200	29.7	172	98	9	991	1150	518	678	2.10e-09	61.6
jgi|Bissp1|152423	125531180	29.7	172	98	9	991	1150	674	834	2.28e-09	61.6
jgi|Bissp1|152423	125574065	29.7	172	98	9	991	1150	891	1051	2.44e-09	61.6
jgi|Bissp1|152423	18542898	29.7	172	98	9	991	1150	891	1051	2.44e-09	61.6
jgi|Bissp1|152423	168004054	26.8	157	103	6	1006	1153	760	913	1.38e-07	55.8
jgi|Bissp1|152423	157335133	26.1	153	102	6	1006	1150	744	893	5.32e-07	53.9
jgi|Bissp1|152423	15235366	26.9	160	105	7	1006	1156	763	919	9.18e-07	53.1
jgi|Bissp1|152423	167999927	27.3	154	100	6	1006	1150	737	887	1.20e-06	52.8
jgi|Bissp1|152423	168048868	23.3	249	168	8	925	1156	768	1010	1.25e-06	52.8
jgi|Bissp1|152423	E96787	25.3	162	110	6	1006	1159	742	900	1.57e-06	52.4
jgi|Bissp1|152423	31540632	25.3	162	110	6	1006	1159	751	909	1.57e-06	52.4
jgi|Bissp1|152423	2160756	25.3	162	110	6	1006	1159	744	902	1.57e-06	52.4
jgi|Bissp1|152423	15222877	25.3	162	110	6	1006	1159	744	902	1.57e-06	52.4
jgi|Bissp1|152423	58372544	25.5	153	103	6	1006	1150	737	886	2.06e-06	52.0
jgi|Bissp1|152423	15229189	26.0	154	101	6	1006	1150	743	892	2.72e-06	51.6
jgi|Bissp1|152423	157344509	31.0	113	70	3	1055	1162	876	985	2.76e-06	51.6
jgi|Bissp1|152423	15218660	28.8	139	86	7	1056	1186	792	925	3.57e-06	51.2
jgi|Bissp1|152423	168044172	25.3	158	107	5	1006	1156	857	1010	3.68e-06	51.2
jgi|Bissp1|152423	4105699	25.3	162	110	6	1006	1159	744	902	4.66e-06	50.8
jgi|Bissp1|152423	7329124	26.0	154	101	6	1006	1150	748	897	4.67e-06	50.8
jgi|Bissp1|152423	25956280	26.0	154	101	6	1006	1150	762	911	4.68e-06	50.8
jgi|Bissp1|152423	9651941	26.6	154	100	6	1006	1150	739	888	4.69e-06	50.8
jgi|Bissp1|153548	167535991	39.4	137	74	3	1579	1709	1086	1219	2.82e-14	79.0
jgi|Bissp1|153988	108757966	26.3	407	265	13	20	421	6906	7282	1.59e-20	99.8
jgi|Bissp1|154018	17548862	31.7	912	553	19	286	1173	710	1575	2.64e-115	411
jgi|Bissp1|154018	108757966	27.3	910	612	19	282	1174	6428	7304	3.02e-91	333
jgi|Bissp1|154018	108756866	33.6	553	332	12	282	830	6670	7191	5.66e-77	286
jgi|Bissp1|154018	154686134	33.8	529	323	10	282	798	2573	3086	2.48e-74	277
jgi|Bissp1|154018	155061080	35.7	498	285	11	286	766	37	516	6.08e-74	276
jgi|Bissp1|154018	528995	32.7	560	338	12	262	804	2729	3266	1.53e-73	274
jgi|Bissp1|154018	50812234	32.7	560	338	12	262	804	3327	3864	1.60e-73	274
jgi|Bissp1|154018	153954358	29.8	534	343	10	286	810	40	550	1.58e-64	244
jgi|Bissp1|154018	118725149	32.9	526	321	14	286	803	1731	2232	1.77e-62	238
jgi|Bissp1|154018	4468634	35.9	220	137	2	286	501	2173	2392	1.07e-32	139
jgi|Bissp1|155247	84783619	54.5	88	38	2	294	381	3	88	3.08e-19	89.4
jgi|Bissp1|155247	6671282	58.7	75	30	1	294	368	6	79	3.40e-19	87.8
jgi|Bissp1|16673	115401672	33.3	153	84	6	5	149	629	771	1.53e-09	59.7
jgi|Bissp1|183024	2961377	26.7	116	79	3	128	237	945	1060	2.25e-05	45.4
jgi|Bissp1|183024	30690596	26.7	116	79	3	128	237	947	1062	2.25e-05	45.4
jgi|Bissp1|191648	119497769	31.3	470	251	18	46	484	33	461	5.26e-51	181
jgi|Bissp1|191648	169846654	30.1	468	254	20	58	492	48	475	1.74e-41	155
jgi|Bissp1|191648	169854829	28.7	481	282	19	39	492	28	474	6.09e-41	154
jgi|Bissp1|191648	121706328	28.3	481	251	18	56	483	57	496	7.48e-38	146
jgi|Bissp1|191648	115388557	30.0	407	227	15	98	483	27	396	8.85e-37	141
jgi|Bissp1|191648	46110266	27.1	461	260	19	46	481	38	447	1.70e-33	132
jgi|Bissp1|191648	145236429	29.3	502	279	25	56	520	48	510	1.80e-33	133
jgi|Bissp1|191648	156030691	29.0	503	309	18	39	507	33	521	2.31e-33	133
jgi|Bissp1|191648	146342432	29.1	505	299	21	49	519	40	519	6.39e-33	131
jgi|Bissp1|191648	145248527	28.7	460	262	19	56	477	53	484	6.48e-33	132
jgi|Bissp1|191648	154319071	31.3	469	261	24	56	492	56	495	1.37e-31	127
jgi|Bissp1|191648	110597430	33.4	308	168	11	57	336	50	348	1.99e-31	127
jgi|Bissp1|191648	145256240	28.8	480	272	19	56	496	58	506	1.99e-31	127
jgi|Bissp1|191648	154304491	27.8	522	289	20	48	495	39	546	4.08e-31	127
jgi|Bissp1|191648	83772110	26.5	505	309	20	6	471	56	537	1.39e-30	125
jgi|Bissp1|191648	154323762	27.3	466	250	21	58	480	68	487	1.55e-30	124
jgi|Bissp1|191648	A75250	28.2	511	299	21	50	518	56	540	7.89e-30	122
jgi|Bissp1|191648	197106721	28.1	499	300	18	4	483	4	462	1.31e-29	121
jgi|Bissp1|191648	71003297	25.7	548	311	21	34	502	33	563	4.69e-29	120
jgi|Bissp1|191648	156065733	27.3	487	289	21	37	477	28	495	8.85e-29	119
jgi|Bissp1|191648	156032569	27.0	486	305	17	13	471	8	470	1.12e-28	119
jgi|Bissp1|191648	170940139	27.0	496	268	18	49	492	61	514	4.17e-28	117
jgi|Bissp1|191648	154304017	26.6	462	288	16	72	498	65	510	4.22e-28	117
jgi|Bissp1|191648	118036371	27.9	520	302	23	35	509	51	542	1.48e-27	116
jgi|Bissp1|191648	119195715	27.4	442	264	19	41	440	46	472	8.37e-27	114
jgi|Bissp1|204405	85375435	30.0	203	107	10	72	256	19	204	6.03e-09	55.1
jgi|Bissp1|204405	91787615	29.1	134	85	4	66	194	70	198	2.40e-08	53.9
jgi|Bissp1|204405	198040004	27.4	190	129	7	72	256	20	205	3.15e-08	53.9
jgi|Bissp1|204405	152980342	28.7	178	104	8	53	217	48	215	2.39e-07	50.8
jgi|Bissp1|204405	170690785	29.2	202	110	11	72	256	19	204	1.35e-06	48.9
jgi|Bissp1|204405	22987116	29.4	194	120	11	72	256	19	204	4.27e-06	47.4
jgi|Bissp1|204405	83313476	26.2	149	102	3	72	217	66	209	1.86e-05	45.1
jgi|Bissp1|204405	146283280	22.7	181	134	3	102	282	117	291	8.13e-05	43.1
jgi|Bissp1|206424	156062652	63.4	713	228	8	34	714	11	722	0.0	897
jgi|Bissp1|206424	46122439	59.4	724	250	10	31	739	32	726	1.08e-299	837
jgi|Bissp1|206424	85117508	57.5	737	281	8	30	739	17	748	3.61e-294	823
jgi|Bissp1|206424	116182004	58.0	721	254	9	30	715	31	737	2.40e-289	811
jgi|Bissp1|206424	171687305	60.4	689	242	8	31	714	25	687	3.60e-287	805
jgi|Bissp1|206424	39974651	55.9	744	263	9	28	714	39	774	1.07e-282	796
jgi|Bissp1|206424	154308916	58.1	673	231	6	34	687	11	651	6.10e-281	786
jgi|Bissp1|206424	169603031	51.7	717	249	9	30	724	27	668	4.44e-235	672
jgi|Bissp1|206424	169765444	56.0	596	225	7	118	709	80	642	6.41e-232	661
jgi|Bissp1|206424	119481783	56.2	564	211	5	146	707	110	639	4.14e-222	636
jgi|Bissp1|206424	159129849	56.2	564	211	4	146	707	110	639	2.69e-220	631
jgi|Bissp1|206424	71002222	56.0	564	212	4	146	707	110	639	3.08e-219	629
jgi|Bissp1|206424	121716148	50.1	643	270	8	72	708	49	646	8.50e-216	620
jgi|Bissp1|206424	115401672	55.9	551	209	4	146	696	73	589	3.75e-215	628
jgi|Bissp1|206424	145250835	53.5	579	216	6	132	707	90	618	2.27e-214	615
jgi|Bissp1|206424	67522683	52.3	551	227	5	146	695	107	622	1.16e-199	578
jgi|Bissp1|206424	154271302	55.0	451	194	4	255	703	51	494	7.01e-173	505
