jgi|Stano2|13	169594582	100	613	0	0	1	613	1	613	0.0	1290
jgi|Stano2|13	154285002	49.6	558	265	7	33	577	47	601	3.19e-196	563
jgi|Stano2|13	60738772	47.7	562	283	8	25	582	14	568	4.89e-178	516
jgi|Stano2|13	119182836	46.0	583	278	11	8	577	333	891	1.22e-173	518
jgi|Stano2|13	145235749	45.8	548	277	9	36	577	57	590	5.23e-168	492
jgi|Stano2|13	67541799	39.3	549	322	10	35	577	7	550	2.78e-137	411
jgi|Stano2|13	146324303	38.8	547	324	7	40	579	24	566	4.42e-135	406
jgi|Stano2|13	119189623	39.1	547	320	12	38	577	10	550	6.97e-135	405
jgi|Stano2|13	121703928	38.7	535	317	7	40	567	25	555	3.72e-134	404
jgi|Stano2|13	116180562	38.9	570	316	11	38	584	27	587	3.64e-133	402
jgi|Stano2|13	171687721	38.6	546	316	8	38	567	30	572	7.47e-133	401
jgi|Stano2|13	164428712	38.4	565	325	9	35	581	29	588	1.18e-131	398
jgi|Stano2|13	115386586	37.1	579	331	8	40	596	24	591	4.81e-131	396
jgi|Stano2|13	119467372	37.4	570	323	8	40	579	24	589	1.08e-129	393
jgi|Stano2|13	38567027	37.9	570	326	10	35	581	29	593	1.34e-128	390
jgi|Stano2|13	145247080	37.1	550	326	7	31	577	16	548	4.15e-128	388
jgi|Stano2|13	67903540	38.6	529	279	9	40	563	55	542	1.73e-126	384
jgi|Stano2|13	85110739	37.5	547	326	10	42	583	14	549	6.75e-125	380
jgi|Stano2|13	189208568	37.4	577	332	12	28	583	20	588	3.59e-124	379
jgi|Stano2|13	39977349	38.2	547	325	11	43	582	22	562	4.56e-124	379
jgi|Stano2|13	145604757	37.6	553	326	12	36	582	14	553	1.45e-122	374
jgi|Stano2|13	169775437	39.1	496	292	7	40	529	26	517	2.89e-121	369
jgi|Stano2|13	169613494	38.3	545	312	12	31	569	12	538	1.92e-120	369
jgi|Stano2|13	154297552	35.3	569	357	9	33	595	58	621	3.27e-116	359
