jgi|Sisrad1|1045330	118727317	27.3	227	125	11	69	271	69	279	1.00e-07	53.9
jgi|Sisrad1|1078773	29119651	26.2	195	130	5	53	241	846	1032	3.47e-11	66.2
jgi|Sisrad1|1078773	42568408	26.2	195	130	5	53	241	846	1032	3.47e-11	66.2
jgi|Sisrad1|1078773	15230921	29.0	155	102	3	55	201	742	896	5.75e-11	65.5
jgi|Sisrad1|1078773	12054894	27.3	198	129	5	53	241	854	1045	1.04e-10	64.7
jgi|Sisrad1|1078773	157357290	29.8	151	99	4	53	197	826	975	1.36e-10	64.3
jgi|Sisrad1|1078773	15240747	28.2	156	106	3	55	204	970	1125	1.39e-10	64.3
jgi|Sisrad1|1078773	23304947	28.2	156	106	3	55	204	970	1125	1.82e-10	63.9
jgi|Sisrad1|1078773	29119653	27.8	151	104	2	52	197	845	995	3.10e-10	63.2
jgi|Sisrad1|1078773	15229457	27.8	151	104	2	52	197	845	995	3.12e-10	63.2
jgi|Sisrad1|1078773	168006073	29.1	172	110	5	81	240	681	852	5.02e-10	62.4
jgi|Sisrad1|1078773	168043326	28.2	149	101	3	55	197	979	1127	1.25e-09	61.2
jgi|Sisrad1|1078773	157360769	25.8	198	130	5	55	235	820	1017	3.59e-09	59.7
jgi|Sisrad1|1078773	147766422	30.3	122	80	2	81	197	919	1040	3.71e-09	59.7
jgi|Sisrad1|1078773	157336879	30.3	122	80	2	81	197	912	1033	4.86e-09	59.3
jgi|Sisrad1|1078773	168052642	28.2	149	101	3	55	197	963	1111	4.89e-09	59.3
jgi|Sisrad1|1078773	125582489	25.3	178	123	3	53	220	596	773	5.77e-09	58.9
jgi|Sisrad1|1078773	115446661	25.3	178	123	3	53	220	600	777	5.78e-09	58.9
jgi|Sisrad1|1078773	125539863	25.3	178	123	3	53	220	623	800	5.84e-09	58.9
jgi|Sisrad1|1078773	38346781	26.9	201	128	5	53	235	845	1044	6.35e-09	58.9
jgi|Sisrad1|1078773	115456994	26.9	201	128	5	53	235	857	1056	6.37e-09	58.9
jgi|Sisrad1|1078773	125547076	26.9	201	128	5	53	235	846	1045	6.42e-09	58.9
jgi|Sisrad1|1078773	168041715	31.1	103	63	2	103	197	930	1032	1.44e-08	57.8
jgi|Sisrad1|1078773	168022437	26.8	149	103	3	55	197	913	1061	1.90e-08	57.4
jgi|Sisrad1|1078773	62701952	27.2	232	141	9	58	263	709	938	2.39e-08	57.0
jgi|Sisrad1|1078773	157335037	28.7	150	101	4	53	197	819	967	2.47e-08	57.0
jgi|Sisrad1|1096754	148254308	25.9	332	208	8	16	324	16	332	4.01e-30	116
jgi|Sisrad1|1096754	32403646	25.9	347	210	14	12	320	23	360	1.20e-25	105
jgi|Sisrad1|1096754	84686859	27.8	309	192	10	30	320	21	316	2.84e-25	103
jgi|Sisrad1|1096754	119713673	24.5	314	207	8	30	323	23	326	1.17e-24	101
jgi|Sisrad1|1096754	150018674	25.0	316	195	10	32	322	25	323	1.06e-23	99.0
jgi|Sisrad1|1096754	114571417	26.7	315	192	11	27	324	24	316	4.39e-21	91.7
jgi|Sisrad1|1096754	119713429	22.7	322	206	10	30	323	20	326	2.24e-20	89.7
jgi|Sisrad1|1096754	EAA65618	25.5	337	197	15	11	320	2	311	3.53e-20	89.0
jgi|Sisrad1|1096754	89056523	26.9	309	181	12	23	321	18	291	5.12e-20	88.2
jgi|Sisrad1|1096754	EAM38354	25.9	336	190	14	15	321	4	309	9.55e-20	87.8
jgi|Sisrad1|1096754	120404956	24.4	348	193	9	30	325	22	351	3.54e-19	86.7
jgi|Sisrad1|1096754	149186003	25.3	320	189	14	30	322	18	314	8.48e-19	85.1
jgi|Sisrad1|1096754	197104586	23.3	317	201	10	30	322	21	319	6.92e-17	79.7
jgi|Sisrad1|1096754	163853268	27.9	323	188	15	8	317	9	299	5.91e-15	73.9
jgi|Sisrad1|1096754	156448967	27.9	323	188	15	8	317	9	299	8.02e-15	73.6
jgi|Sisrad1|1096754	23010284	26.9	286	165	13	47	320	2	255	1.04e-13	69.7
jgi|Sisrad1|1096754	91077730	29.9	127	83	3	17	143	72	192	2.96e-12	66.6
